Dados horários fornecidos pelo sistema QUALAR/CETESB, reduzidos para a escala diaria.
Estacao Ibirapuera
variavel, unidade, descricao
date, dia, yyyy-mm-dd
MP10, ug/m3, concentração de material particulado inalável
CO, ppm, concentração de monóxido de carbono
O3, ug/m3, concentração de ozônio
NO, ug/m3, concentração de óxido de nitrogênio
NO2, ug/m3, concentração de dióxido de nitrogênio
Dados faltantes são representados por "NaN".
date,MP10,CO,O3,NO,NO2
2006-04-22,41.500,0.630,25.565,3.783,41.130
2006-04-23,49.952,0.665,34.000,7.522,42.217
2006-04-24,57.421,1.165,43.087,56.913,61.087
2006-04-25,34.632,0.674,40.957,6.913,52.783
2006-04-26,51.250,0.791,28.870,24.478,55.565
2006-04-27,31.500,0.361,28.739,5.696,33.957
2006-04-28,36.476,0.461,27.522,6.087,39.696
2006-04-29,31.765,0.504,41.391,2.348,41.565
2006-04-30,57.250,0.643,55.478,5.087,42.348
2006-05-01,60.313,1.143,38.478,48.087,59.783
2006-05-02,53.333,0.743,8.826,17.870,58.130
2006-05-03,25.600,0.530,21.000,24.913,52.522
2006-05-04,43.957,0.800,0.000,36.391,75.522
2006-05-05,35.955,0.617,NaN,19.375,53.542
2006-05-06,29.435,0.425,NaN,3.917,37.125
2006-05-07,26.882,0.378,NaN,4.389,26.833
2006-05-08,22.375,1.117,NaN,NaN,NaN
2006-05-09,21.875,0.983,NaN,NaN,NaN
2006-05-10,41.750,1.158,NaN,NaN,NaN
2006-05-11,40.958,1.413,NaN,NaN,NaN
2006-05-12,13.375,0.880,NaN,NaN,NaN
2006-05-13,15.200,NaN,NaN,NaN,NaN
2006-05-14,30.600,NaN,NaN,NaN,NaN
2006-05-15,20.542,NaN,NaN,NaN,NaN
2006-05-16,22.579,NaN,NaN,NaN,NaN
2006-05-17,33.458,NaN,NaN,NaN,NaN
2006-05-18,56.833,NaN,NaN,NaN,NaN
2006-05-19,64.235,NaN,NaN,NaN,NaN
2006-05-20,62.909,NaN,NaN,NaN,NaN
2006-05-21,30.900,NaN,NaN,NaN,NaN
2006-05-22,NaN,NaN,NaN,NaN,NaN
2006-05-23,NaN,NaN,NaN,NaN,NaN
2006-05-24,NaN,NaN,NaN,NaN,NaN
2006-05-25,NaN,NaN,NaN,NaN,NaN
2006-05-26,58.167,NaN,3.667,NaN,NaN
2006-05-27,63.292,NaN,24.250,NaN,NaN
2006-05-28,54.250,NaN,22.750,NaN,NaN
2006-05-29,44.130,NaN,29.750,NaN,NaN
2006-05-30,55.917,NaN,19.833,NaN,NaN
2006-05-31,82.042,1.529,23.250,NaN,NaN
2006-06-01,23.625,0.462,25.905,NaN,NaN
2006-06-02,22.583,0.417,26.870,NaN,NaN
2006-06-03,30.833,0.543,29.261,NaN,NaN
2006-06-04,49.417,0.770,40.357,NaN,NaN
2006-06-05,52.458,1.195,10.682,NaN,NaN
2006-06-06,43.875,0.683,23.435,NaN,NaN
2006-06-07,51.750,0.926,35.217,NaN,NaN
2006-06-08,60.250,1.457,18.870,NaN,NaN
2006-06-09,53.375,1.017,18.087,NaN,NaN
2006-06-10,56.792,1.261,16.696,NaN,NaN
2006-06-11,66.417,2.004,25.043,NaN,NaN
2006-06-12,15.708,0.557,18.826,NaN,NaN
2006-06-13,33.125,0.757,26.391,NaN,NaN
2006-06-14,60.333,1.652,25.217,NaN,NaN
2006-06-15,89.786,2.746,16.462,NaN,NaN
2006-06-16,NaN,NaN,NaN,NaN,NaN
2006-06-17,NaN,NaN,NaN,NaN,NaN
2006-06-18,NaN,NaN,NaN,NaN,NaN
2006-06-19,NaN,NaN,NaN,NaN,NaN
2006-06-20,NaN,NaN,NaN,NaN,NaN
2006-06-21,NaN,NaN,NaN,NaN,NaN
2006-06-22,NaN,NaN,NaN,NaN,NaN
2006-06-23,68.444,1.278,24.889,NaN,NaN
2006-06-24,64.167,1.148,25.000,NaN,NaN
2006-06-25,51.500,0.722,20.043,NaN,NaN
2006-06-26,13.708,0.587,6.870,NaN,NaN
2006-06-27,11.833,0.309,23.130,NaN,NaN
2006-06-28,16.250,0.413,20.783,NaN,NaN
2006-06-29,22.167,0.583,23.130,NaN,NaN
2006-06-30,43.333,0.852,23.348,NaN,NaN
2006-07-01,42.625,0.957,28.130,NaN,NaN
2006-07-02,38.708,1.170,0.696,NaN,NaN
2006-07-03,29.875,0.965,24.261,NaN,NaN
2006-07-04,40.083,0.896,16.174,NaN,NaN
2006-07-05,55.435,1.704,25.870,NaN,NaN
2006-07-06,57.652,2.013,29.783,NaN,NaN
2006-07-07,64.783,1.600,23.522,NaN,NaN
2006-07-08,63.217,1.452,23.783,NaN,NaN
2006-07-09,59.217,1.165,29.391,NaN,NaN
2006-07-10,18.875,1.017,4.435,NaN,NaN
2006-07-11,24.958,0.783,15.565,NaN,NaN
2006-07-12,45.000,1.161,20.478,NaN,NaN
2006-07-13,50.792,1.483,28.609,NaN,NaN
2006-07-14,55.125,1.343,34.765,NaN,NaN
2006-07-15,45.292,1.067,54.167,NaN,NaN
2006-07-16,36.208,0.663,52.667,NaN,NaN
2006-07-17,43.625,0.883,27.667,NaN,NaN
2006-07-18,59.500,1.146,24.583,NaN,NaN
2006-07-19,73.864,1.888,26.542,NaN,NaN
2006-07-20,79.318,1.988,25.333,NaN,NaN
2006-07-21,85.958,2.225,30.125,NaN,NaN
2006-07-22,93.000,2.079,32.542,NaN,NaN
2006-07-23,100.167,2.217,31.208,NaN,NaN
2006-07-24,91.417,2.342,30.250,NaN,NaN
2006-07-25,90.792,2.108,29.083,NaN,NaN
2006-07-26,115.609,3.421,23.542,NaN,NaN
2006-07-27,115.913,3.800,19.625,NaN,NaN
2006-07-28,91.375,2.295,26.783,NaN,NaN
2006-07-29,21.125,0.452,23.000,NaN,NaN
2006-07-30,7.292,0.270,33.783,NaN,NaN
2006-07-31,13.125,0.683,13.522,NaN,NaN
2006-08-01,13.458,0.657,6.957,NaN,NaN
2006-08-02,13.000,0.839,8.348,NaN,NaN
2006-08-03,23.667,0.696,14.391,NaN,NaN
2006-08-04,47.583,1.457,27.087,NaN,NaN
2006-08-05,62.125,1.778,32.696,NaN,NaN
2006-08-06,64.125,2.100,30.000,NaN,NaN
2006-08-07,62.083,2.283,24.913,NaN,NaN
2006-08-08,57.417,1.235,28.304,NaN,NaN
2006-08-09,68.875,1.726,17.217,NaN,NaN
2006-08-10,62.565,1.274,21.783,NaN,NaN
2006-08-11,61.478,1.109,36.478,NaN,NaN
2006-08-12,72.083,1.174,34.087,NaN,NaN
2006-08-13,86.125,1.709,28.043,NaN,NaN
2006-08-14,72.478,2.013,21.455,NaN,NaN
2006-08-15,90.417,1.674,31.850,NaN,NaN
2006-08-16,58.583,0.791,51.783,NaN,NaN
2006-08-17,35.542,0.643,28.174,NaN,NaN
2006-08-18,32.417,0.717,24.261,NaN,NaN
2006-08-19,25.333,0.709,18.087,NaN,NaN
2006-08-20,42.625,0.900,20.087,NaN,NaN
2006-08-21,30.417,0.413,29.826,NaN,NaN
2006-08-22,43.000,0.664,33.870,30.222,72.667
2006-08-23,68.739,1.235,33.435,47.870,87.304
2006-08-24,89.375,1.587,40.652,96.087,98.043
2006-08-25,70.542,1.030,48.565,21.826,72.348
2006-08-26,75.500,0.930,37.826,14.304,68.870
2006-08-27,37.917,0.587,53.217,1.391,28.652
2006-08-28,38.250,0.657,49.652,2.636,44.909
2006-08-29,22.250,0.378,32.304,2.957,29.957
2006-08-30,29.083,0.422,29.087,5.826,34.261
2006-08-31,48.500,0.826,24.957,22.261,68.043
2006-09-01,46.733,0.892,20.643,20.857,56.786
2006-09-02,NaN,NaN,NaN,NaN,NaN
2006-09-03,NaN,NaN,NaN,NaN,NaN
2006-09-04,NaN,NaN,NaN,NaN,NaN
2006-09-05,NaN,NaN,NaN,NaN,NaN
2006-09-06,34.727,NaN,25.636,NaN,NaN
2006-09-07,28.500,NaN,42.565,NaN,NaN
2006-09-08,50.625,NaN,46.783,NaN,NaN
2006-09-09,54.125,NaN,43.913,NaN,NaN
2006-09-10,72.250,0.600,53.522,0.600,49.700
2006-09-11,61.500,1.043,49.217,21.000,86.043
2006-09-12,74.682,1.287,56.000,38.391,107.826
2006-09-13,79.958,1.248,45.130,35.739,116.217
2006-09-14,80.042,1.670,46.913,117.913,97.217
2006-09-15,101.783,1.965,51.348,131.130,94.957
2006-09-16,26.524,0.570,48.450,1.750,35.000
2006-09-17,10.667,0.452,37.652,0.000,27.000
2006-09-18,11.083,0.526,32.652,7.409,39.136
2006-09-19,19.583,0.509,44.000,2.643,39.714
2006-09-20,26.708,0.861,24.130,16.478,54.609
2006-09-21,30.958,0.726,39.043,7.174,54.087
2006-09-22,50.917,1.048,34.217,19.304,80.000
2006-09-23,55.042,1.600,55.261,38.261,49.609
2006-09-24,12.625,NaN,32.000,1.696,32.174
2006-09-25,17.125,NaN,22.652,6.391,38.957
2006-09-26,19.400,NaN,31.053,5.474,31.632
2006-09-27,40.636,NaN,41.000,NaN,NaN
2006-09-28,45.833,NaN,39.087,NaN,NaN
2006-09-29,42.083,NaN,26.652,NaN,NaN
2006-09-30,16.333,NaN,28.652,3.727,41.318
2006-10-01,18.958,NaN,23.783,5.000,53.000
2006-10-02,25.000,NaN,28.696,NaN,NaN
2006-10-03,25.174,NaN,33.304,NaN,NaN
2006-10-04,28.292,NaN,43.864,NaN,NaN
2006-10-05,34.913,1.144,27.045,NaN,NaN
2006-10-06,22.833,0.848,21.435,15.136,60.227
2006-10-07,32.208,0.943,30.217,14.087,74.043
2006-10-08,18.583,0.591,34.000,4.130,37.957
2006-10-09,20.667,0.552,36.087,5.391,40.043
2006-10-10,32.250,0.709,37.391,10.435,50.174
2006-10-11,29.083,0.730,40.739,8.652,55.348
2006-10-12,40.208,1.139,13.739,35.435,76.696
2006-10-13,22.043,0.723,21.773,5.091,50.864
2006-10-14,23.609,0.591,40.636,2.810,37.762
2006-10-15,28.417,0.591,46.304,1.333,21.867
2006-10-16,26.167,0.913,12.348,NaN,NaN
2006-10-17,6.042,0.430,19.217,NaN,NaN
2006-10-18,16.583,0.613,14.565,NaN,NaN
2006-10-19,11.292,0.678,8.783,NaN,NaN
2006-10-20,16.583,0.530,21.739,NaN,NaN
2006-10-21,19.208,0.439,31.826,NaN,NaN
2006-10-22,22.083,0.391,46.478,NaN,NaN
2006-10-23,22.833,0.413,39.783,NaN,NaN
2006-10-24,29.000,0.530,44.217,NaN,NaN
2006-10-25,43.208,0.778,37.652,NaN,NaN
2006-10-26,55.091,0.805,36.286,NaN,NaN
2006-10-27,22.250,0.587,41.478,NaN,NaN
2006-10-28,30.167,0.365,42.217,NaN,NaN
2006-10-29,31.083,0.422,46.000,NaN,NaN
2006-10-30,35.375,0.674,44.478,NaN,NaN
2006-10-31,72.333,1.043,54.391,NaN,NaN
2006-11-01,40.875,1.252,10.957,NaN,NaN
2006-11-02,17.708,0.691,21.870,NaN,NaN
2006-11-03,25.958,0.948,29.391,NaN,NaN
2006-11-04,21.917,0.452,34.000,NaN,NaN
2006-11-05,30.087,0.405,34.955,NaN,NaN
2006-11-06,25.417,0.583,35.087,NaN,NaN
2006-11-07,19.083,0.578,20.739,NaN,NaN
2006-11-08,23.875,0.383,31.261,NaN,NaN
2006-11-09,38.333,0.470,33.217,NaN,NaN
2006-11-10,22.750,0.439,24.609,NaN,NaN
2006-11-11,51.667,0.361,34.130,NaN,NaN
2006-11-12,44.500,0.409,32.217,NaN,NaN
2006-11-13,13.542,0.426,26.000,NaN,NaN
2006-11-14,17.917,0.500,16.957,NaN,NaN
2006-11-15,39.125,0.526,38.043,NaN,NaN
2006-11-16,34.500,0.765,28.217,NaN,NaN
2006-11-17,42.958,0.809,43.783,NaN,NaN
2006-11-18,63.875,1.109,24.304,NaN,NaN
2006-11-19,32.542,0.739,58.783,NaN,NaN
2006-11-20,14.000,0.539,24.609,NaN,NaN
2006-11-21,13.542,0.509,23.435,24.833,49.667
2006-11-22,33.083,0.604,38.130,31.833,49.458
2006-11-23,42.929,0.839,35.000,47.905,69.952
2006-11-24,43.667,0.739,60.261,4.917,58.458
2006-11-25,27.087,0.862,34.190,15.238,56.238
2006-11-26,13.875,0.691,29.000,2.042,45.583
2006-11-27,27.083,0.917,21.478,8.417,68.417
2006-11-28,22.833,0.796,27.565,12.958,55.083
2006-11-29,25.792,0.957,24.435,25.042,67.167
2006-11-30,10.458,0.400,11.364,10.450,35.850
2006-12-01,12.208,0.373,17.591,7.091,27.136
2006-12-02,24.667,0.470,33.565,3.125,31.750
2006-12-03,40.958,0.617,42.348,3.375,40.375
2006-12-04,24.375,0.826,15.913,13.000,58.625
2006-12-05,20.208,0.709,26.522,7.292,52.000
2006-12-06,19.375,0.670,23.783,9.667,47.208
2006-12-07,13.833,0.613,16.087,16.417,47.000
2006-12-08,24.905,0.565,38.750,7.667,46.762
2006-12-09,30.083,0.600,29.522,5.417,47.333
2006-12-10,25.833,0.513,31.522,2.083,33.750
2006-12-11,19.667,0.535,20.870,11.208,33.375
2006-12-12,19.292,0.487,17.522,8.917,33.125
2006-12-13,21.958,0.539,25.174,9.792,38.083
2006-12-14,23.917,0.726,20.696,11.250,53.000
2006-12-15,29.458,0.870,29.478,30.708,51.792
2006-12-16,33.333,0.826,57.391,13.875,61.583
2006-12-17,42.417,0.813,55.000,3.333,49.875
2006-12-18,39.792,0.861,36.261,12.375,62.875
2006-12-19,28.250,0.760,30.522,9.833,53.667
2006-12-20,16.333,0.678,23.478,9.917,51.250
2006-12-21,17.500,0.578,23.304,3.458,42.083
2006-12-22,17.792,0.722,12.348,13.208,50.167
2006-12-23,22.042,0.860,35.565,4.417,54.458
2006-12-24,14.333,NaN,16.739,3.667,39.958
2006-12-25,12.125,NaN,25.870,0.958,26.792
2006-12-26,18.500,0.717,30.870,8.000,42.208
2006-12-27,28.875,0.732,27.955,14.304,55.174
2006-12-28,25.208,0.483,41.000,2.750,34.167
2006-12-29,27.458,0.496,28.652,4.542,32.208
2006-12-30,20.750,0.465,39.174,2.083,32.583
2006-12-31,9.375,0.461,25.826,1.000,24.625
2007-01-01,12.208,0.443,21.870,1.500,24.708
2007-01-02,9.625,0.517,16.870,7.000,37.667
2007-01-03,15.167,0.683,14.435,17.833,43.958
2007-01-04,14.500,0.713,5.478,24.667,49.500
2007-01-05,10.417,0.543,10.696,6.125,36.750
2007-01-06,6.667,0.435,21.957,1.542,26.000
2007-01-07,14.292,0.583,22.783,4.375,35.333
2007-01-08,10.625,0.522,15.000,9.000,34.917
2007-01-09,21.417,0.626,13.609,20.917,52.333
2007-01-10,22.417,0.574,19.696,20.000,37.042
2007-01-11,32.000,0.643,39.739,17.917,55.458
2007-01-12,44.000,0.848,25.826,35.250,66.042
2007-01-13,14.208,0.496,18.304,3.708,33.375
2007-01-14,33.208,0.687,39.391,22.250,37.792
2007-01-15,32.917,0.574,39.000,8.500,52.542
2007-01-16,39.458,0.578,31.826,12.000,41.250
2007-01-17,27.208,0.665,25.130,10.667,54.667
2007-01-18,9.813,0.626,7.174,11.250,38.208
2007-01-19,24.909,0.743,25.609,12.750,46.458
2007-01-20,21.083,0.800,7.739,14.333,55.917
2007-01-21,10.458,0.526,14.304,5.333,33.292
2007-01-22,18.750,0.452,17.826,9.125,32.875
2007-01-23,26.708,0.543,28.478,9.083,43.167
2007-01-24,33.542,0.639,45.435,10.958,56.792
2007-01-25,35.375,0.687,37.130,8.667,53.375
2007-01-26,31.375,0.700,32.478,8.833,51.708
2007-01-27,18.667,0.596,26.217,5.542,36.750
2007-01-28,14.458,0.478,27.739,1.167,23.250
2007-01-29,12.125,0.600,14.130,6.708,36.750
2007-01-30,9.083,0.509,19.870,7.792,34.750
2007-01-31,19.750,0.648,22.696,10.375,43.208
2007-02-01,28.875,0.626,48.087,7.375,46.667
2007-02-02,30.542,0.543,37.739,4.625,41.500
2007-02-03,35.750,0.604,34.087,5.917,35.750
2007-02-04,31.000,0.448,44.565,1.500,29.167
2007-02-05,30.917,0.687,33.304,12.783,56.739
2007-02-06,19.417,0.796,24.522,21.917,62.250
2007-02-07,16.208,0.596,32.957,6.750,37.292
2007-02-08,18.583,1.022,15.261,33.625,59.750
2007-02-09,25.292,1.039,20.913,43.435,70.783
2007-02-10,33.375,0.857,35.174,11.167,54.958
2007-02-11,17.750,0.522,17.435,2.375,30.708
2007-02-12,19.875,0.378,27.130,5.542,28.375
2007-02-13,22.417,0.470,29.391,10.333,36.250
2007-02-14,23.667,0.496,31.739,9.375,38.375
2007-02-15,32.500,0.565,43.043,4.000,49.000
2007-02-16,36.708,0.596,67.000,NaN,NaN
2007-02-17,38.042,0.626,63.391,NaN,NaN
2007-02-18,41.833,0.726,47.478,NaN,NaN
2007-02-19,38.292,0.552,62.826,NaN,NaN
2007-02-20,19.917,0.522,33.130,0.333,26.917
2007-02-21,26.708,0.578,43.870,7.043,36.391
2007-02-22,40.750,0.600,49.261,9.435,50.043
2007-02-23,45.333,0.814,50.000,15.435,52.652
2007-02-24,41.500,0.626,53.391,6.174,46.130
2007-02-25,37.348,0.718,53.182,3.773,49.591
2007-02-26,31.250,1.077,29.783,27.478,68.696
2007-02-27,26.542,1.239,4.957,61.870,62.565
2007-02-28,36.083,1.614,8.455,103.682,64.091
2007-03-01,29.375,0.745,39.091,10.133,43.467
2007-03-02,39.917,0.986,36.200,NaN,NaN
2007-03-03,41.000,0.711,55.294,18.600,54.133
2007-03-04,49.375,0.596,53.130,1.636,32.636
2007-03-05,41.583,0.735,38.130,11.217,56.043
2007-03-06,52.792,0.783,49.043,9.174,66.391
2007-03-07,43.167,0.800,45.130,6.783,64.696
2007-03-08,53.708,0.905,46.864,5.727,67.136
2007-03-09,34.609,0.855,45.000,12.636,67.955
2007-03-10,28.583,0.796,38.609,6.130,62.217
2007-03-11,33.125,0.743,49.565,2.522,40.304
2007-03-12,33.833,0.704,47.217,3.522,49.652
2007-03-13,41.708,0.743,47.652,4.652,63.087
2007-03-14,27.250,0.861,25.783,16.261,71.565
2007-03-15,27.083,0.861,24.087,29.174,61.783
2007-03-16,23.333,0.874,19.130,16.174,57.739
2007-03-17,18.583,0.757,21.522,5.304,46.609
2007-03-18,10.792,0.643,12.435,4.522,37.478
2007-03-19,11.958,0.617,9.435,9.348,42.957
2007-03-20,23.000,0.570,14.870,17.435,49.739
2007-03-21,29.208,0.748,26.783,25.478,57.957
2007-03-22,47.583,0.939,26.783,13.696,88.522
2007-03-23,41.417,1.070,35.261,15.043,73.000
2007-03-24,40.458,0.983,52.478,16.217,65.957
2007-03-25,35.875,0.752,40.261,3.130,47.391
2007-03-26,38.333,0.909,40.957,12.000,69.739
2007-03-27,52.958,1.191,47.522,16.957,85.826
2007-03-28,64.792,1.535,62.304,35.000,109.957
2007-03-29,68.696,1.191,36.696,39.348,77.826
2007-03-30,43.870,0.754,39.348,0.000,46.000
2007-03-31,74.208,1.609,65.261,60.773,93.227
2007-04-01,43.667,1.213,56.043,41.739,46.652
2007-04-02,45.917,0.583,62.304,3.739,47.913
2007-04-03,57.294,0.744,48.563,12.000,62.938
2007-04-04,28.458,0.526,22.565,8.304,53.304
2007-04-05,16.125,0.378,19.000,7.609,42.783
2007-04-06,25.208,0.400,20.087,3.696,31.217
2007-04-07,31.000,0.661,25.043,7.957,47.522
2007-04-08,19.583,0.678,12.261,8.435,42.565
2007-04-09,16.417,0.552,16.174,12.913,42.261
2007-04-10,26.417,0.539,27.913,7.652,47.783
2007-04-11,29.083,0.578,28.478,7.826,50.130
2007-04-12,37.583,0.791,32.739,15.652,59.261
2007-04-13,33.333,0.726,24.391,4.652,59.522
2007-04-14,33.708,0.613,40.565,4.304,42.739
2007-04-15,41.042,0.652,57.565,2.217,41.261
2007-04-16,47.417,0.713,49.217,6.696,58.087
2007-04-17,39.458,0.587,26.783,8.348,51.913
2007-04-18,32.375,0.565,28.913,7.435,50.739
2007-04-19,31.917,0.513,28.304,8.304,44.565
2007-04-20,37.708,0.596,35.652,7.304,55.565
2007-04-21,41.708,0.891,34.739,13.087,66.826
2007-04-22,33.208,0.722,29.435,4.217,42.565
2007-04-23,30.917,0.783,26.609,8.261,62.130
2007-04-24,35.167,1.013,19.826,38.348,64.478
2007-04-25,45.625,0.987,23.174,19.304,62.696
2007-04-26,36.792,1.009,13.826,34.826,59.174
2007-04-27,10.833,0.457,9.545,7.565,42.304
2007-04-28,17.958,0.400,24.174,3.304,36.087
2007-04-29,23.250,0.535,26.652,5.391,39.609
2007-04-30,17.125,0.496,22.957,5.478,42.652
2007-05-01,24.750,0.530,36.957,5.696,41.043
2007-05-02,42.833,1.109,0.000,81.000,66.909
2007-05-03,NaN,NaN,NaN,NaN,NaN
2007-05-04,29.000,0.700,11.100,21.889,58.556
2007-05-05,36.208,0.678,32.130,12.783,56.348
2007-05-06,55.375,1.465,23.913,88.870,61.348
2007-05-07,44.958,1.013,22.609,58.565,72.174
2007-05-08,50.522,1.104,25.130,44.130,91.870
2007-05-09,9.500,0.400,18.783,7.783,43.217
2007-05-10,13.375,0.413,25.261,8.609,46.435
2007-05-11,26.333,0.613,23.261,19.739,63.217
2007-05-12,47.708,1.165,23.043,60.739,76.913
2007-05-13,42.625,0.857,38.435,7.957,59.522
2007-05-14,31.292,0.796,12.304,20.870,61.261
2007-05-15,31.417,0.665,33.478,9.087,70.696
2007-05-16,41.958,1.487,25.826,92.478,86.565
2007-05-17,62.684,1.822,21.087,110.130,88.696
2007-05-18,60.000,1.204,14.826,63.304,81.217
2007-05-19,10.917,0.504,12.217,6.739,47.913
2007-05-20,15.708,0.513,23.174,5.174,37.522
2007-05-21,30.583,0.748,23.739,22.304,58.087
2007-05-22,29.667,0.957,1.478,47.391,63.826
2007-05-23,13.875,0.696,3.348,25.826,51.696
2007-05-24,17.083,0.409,18.696,9.522,42.739
2007-05-25,27.667,0.752,9.739,36.217,64.696
2007-05-26,25.667,0.757,28.391,26.435,57.043
2007-05-27,43.333,1.330,16.217,76.783,59.304
2007-05-28,33.458,0.748,18.826,23.217,73.609
2007-05-29,31.417,0.757,12.609,36.478,61.609
2007-05-30,17.458,0.357,28.000,7.609,43.043
2007-05-31,21.792,0.687,21.217,30.565,52.087
2007-06-01,37.875,0.852,16.043,42.435,73.087
2007-06-02,25.792,0.900,7.348,33.130,57.087
2007-06-03,16.917,0.661,15.130,16.043,38.652
2007-06-04,29.875,0.796,20.870,43.957,65.913
2007-06-05,74.455,1.857,15.000,140.739,120.478
2007-06-06,76.083,2.852,15.391,295.913,126.826
2007-06-07,92.381,3.309,24.783,370.783,113.783
2007-06-08,75.682,2.683,18.130,195.522,102.087
2007-06-09,75.042,1.374,25.826,50.391,95.435
2007-06-10,68.826,2.261,29.174,155.348,75.957
2007-06-11,77.150,2.361,22.565,200.435,95.696
2007-06-12,70.583,2.552,24.783,241.652,101.913
2007-06-13,86.882,1.652,24.087,145.522,97.043
2007-06-14,69.292,1.778,23.391,165.739,99.652
2007-06-15,63.900,1.600,21.130,110.609,87.739
2007-06-16,37.167,0.778,18.609,27.435,60.913
2007-06-17,49.500,1.035,29.826,52.174,56.783
2007-06-18,67.450,1.500,24.217,90.957,91.652
2007-06-19,55.500,0.957,31.609,36.217,76.217
2007-06-20,48.043,0.817,24.087,32.174,74.913
2007-06-21,46.917,1.026,27.870,53.000,81.652
2007-06-22,70.227,1.557,19.826,152.348,88.870
2007-06-23,54.042,0.578,29.000,7.696,63.652
2007-06-24,45.583,0.626,27.652,8.565,54.478
2007-06-25,13.708,0.500,20.522,6.696,48.304
2007-06-26,39.833,1.096,28.348,71.826,64.348
2007-06-27,69.391,1.643,17.261,123.217,86.870
2007-06-28,35.833,0.770,4.900,45.000,96.000
2007-06-29,43.667,1.078,12.783,47.409,77.318
2007-06-30,62.708,1.278,20.391,68.913,76.348
2007-07-01,51.917,0.970,31.217,27.043,74.217
2007-07-02,66.583,1.052,25.913,41.609,99.348
2007-07-03,104.000,2.222,16.304,178.435,134.217
2007-07-04,70.208,1.557,21.478,110.522,112.261
2007-07-05,91.955,1.665,21.348,133.522,109.000
2007-07-06,56.333,1.509,18.304,106.870,100.217
2007-07-07,64.500,1.396,26.217,100.783,82.826
2007-07-08,69.250,0.526,36.957,3.435,49.000
2007-07-09,101.417,1.148,26.261,61.174,78.130
2007-07-10,97.318,2.074,21.000,179.130,86.522
2007-07-11,44.542,0.835,11.348,50.565,55.870
2007-07-12,26.208,0.626,13.957,24.957,55.261
2007-07-13,57.083,1.148,15.957,67.783,77.130
2007-07-14,71.000,1.504,21.478,92.217,91.783
2007-07-15,55.083,1.070,16.043,56.609,62.652
2007-07-16,19.375,0.996,5.261,50.348,69.478
2007-07-17,10.958,0.652,8.609,19.870,62.174
2007-07-18,11.375,0.565,15.000,12.043,54.478
2007-07-19,25.708,0.761,17.870,41.000,65.348
2007-07-20,45.958,1.274,16.652,73.652,88.870
2007-07-21,81.652,2.922,22.130,284.522,117.217
2007-07-22,49.125,0.774,29.826,19.304,59.478
2007-07-23,20.667,0.587,15.957,8.522,55.739
2007-07-24,22.667,0.861,4.913,34.043,66.391
2007-07-25,12.042,0.622,9.174,17.435,57.739
2007-07-26,33.667,0.609,22.739,13.609,54.826
2007-07-27,40.750,0.652,16.000,22.696,71.217
2007-07-28,18.917,0.413,30.870,2.565,46.174
2007-07-29,14.458,0.300,42.609,1.783,28.826
2007-07-30,20.583,0.461,24.957,14.000,51.348
2007-07-31,43.917,1.326,18.304,87.348,91.000
2007-08-01,52.833,2.117,23.478,152.478,99.304
2007-08-02,70.652,2.278,30.435,158.739,116.739
2007-08-03,55.833,1.165,39.174,43.217,88.913
2007-08-04,57.348,1.483,33.957,99.130,90.870
2007-08-05,38.083,1.670,23.696,110.739,57.522
2007-08-06,34.458,0.726,31.591,18.522,65.348
2007-08-07,48.250,0.757,31.087,22.174,74.957
2007-08-08,40.167,0.735,31.348,13.130,70.609
2007-08-09,62.174,1.335,23.348,68.609,95.609
2007-08-10,61.087,1.452,26.696,89.609,81.696
2007-08-11,54.444,1.452,22.000,103.130,78.696
2007-08-12,23.208,0.526,35.696,2.696,35.391
2007-08-13,42.667,0.770,37.783,21.826,63.043
2007-08-14,52.375,0.935,27.130,32.174,78.870
2007-08-15,44.238,0.965,26.565,68.826,71.826
2007-08-16,57.364,1.278,32.391,104.087,94.261
2007-08-17,54.000,0.822,31.000,17.174,75.870
2007-08-18,58.667,0.687,59.696,4.261,64.783
2007-08-19,46.250,0.730,47.217,11.391,47.087
2007-08-20,50.042,0.883,29.217,31.304,65.957
2007-08-21,20.833,0.552,32.478,7.826,52.348
2007-08-22,42.208,0.643,34.217,15.174,66.739
2007-08-23,61.208,0.913,32.826,23.130,94.043
2007-08-24,66.261,1.161,41.478,59.826,94.261
2007-08-25,104.957,2.391,43.696,176.609,108.913
2007-08-26,90.000,1.378,44.130,67.478,87.261
2007-08-27,80.792,1.170,28.652,41.261,101.565
2007-08-28,16.333,0.483,22.348,1.000,40.000
2007-08-29,25.292,0.630,15.739,19.682,60.227
2007-08-30,17.208,0.674,14.435,16.652,59.478
2007-08-31,32.250,0.700,25.913,14.609,59.478
2007-09-01,75.000,1.287,45.087,59.870,74.261
2007-09-02,42.792,0.783,51.043,8.826,53.391
2007-09-03,40.083,1.070,25.913,42.000,84.739
2007-09-04,45.458,0.930,35.826,21.913,80.957
2007-09-05,34.583,0.722,30.391,16.565,72.478
2007-09-06,36.375,0.796,30.435,17.826,79.522
2007-09-07,50.750,1.000,48.609,37.957,78.000
2007-09-08,56.478,0.883,51.652,12.652,71.522
2007-09-09,56.417,0.787,55.652,5.565,57.217
2007-09-10,49.458,0.783,42.217,10.870,76.478
2007-09-11,49.958,0.739,37.783,9.565,77.261
2007-09-12,49.667,0.674,38.522,8.043,71.391
2007-09-13,56.750,0.809,32.087,14.348,83.391
